
################ DICensus t+45s ################
objects walked: 158743   game-owned instances: 26323
     1  DeceiveIncMatchGameState
     1  DeceiveIncMenuGameModeBase
     1  DeceiveIncPlayerBotController
     1  DeceiveIncPlayerController
     1  DeceiveIncPlayerVoiceChat
     1  DeceiveIncPreGameState
     1  DeceiveIncPrivateLobbyGameMode
     1  DeceiveIncSettings
     1  DefaultCameraShakeBase
    19  DiSpy3PMovementSet
     1  DiSpyAnimInstance1P
     1  DiSpyAnimInstance3P
     7  DiSpyAnimationMotionSet
     1  DirectionalDamageIndicatorWidget
   724  DisguiseAsNPCConditionComponent
   108  DoorClosedConditionComponent
     1  DroneSpawnerWeapon
     1  EditableGameplayTagQueryExpression_AllExprMatch
     1  EditableGameplayTagQueryExpression_AllTagsMatch
     1  EditableGameplayTagQueryExpression_AnyExprMatch
     1  EditableGameplayTagQueryExpression_AnyTagsMatch
     1  EditableGameplayTagQueryExpression_NoExprMatch
     1  EditableGameplayTagQueryExpression_NoTagsMatch
     1  EmitterCameraLensEffectBase
     1  EndMatchCallbackProxy
     1  ExtractionArrivedPhaseInfo
     1  ExtractionArrivingPhaseInfo
     1  ExtractionInteractableActor
    24  FallDamageComponent
     1  FindTurnBasedMatchCallbackProxy
    13  GadgetData
     1  GadgetInterface
     1  GameMode
     1  GameModeBase
    73  GamePhaseConditionComponent
     1  GameState
     1  GameStateBase
     1  GameplayTask_SpawnActor
  1351  GenericNPCInteraction
     1  GenericTeamAgentInterface
     2  HUD_AnnouncementPhaseChange_C
     2  HUD_ChangeAgentTAB_C
     2  HUD_CurrentObjectiveTip_C
     2  HUD_CurrentObjective_C
     2  HUD_DamageFeedback_C
     1  HUD_DirectionalDamageIndicator_C
     2  HUD_InteractTooltip_C
     1  HUD_Interact_ScanMimicable_C
     1  HUD_Interact_ScanTrappable_C
     3  HUD_Interactable_C
     2  HUD_LoadoutButtonWPN_C
     3  HUD_LoadoutButton_C
     2  HUD_Loadout_Master_C
     1  HUD_NavMode_HealthCharge_C
     1  HUD_NavMode_Health_C
     1  HUD_NavMode_Objective_C
     1  HUD_NavMode_VaultDoor_C
     1  HUD_NavMode_VaultLocation_Unknown_C
     1  HUD_ObjectiveHolderEnemies_C
     1  HUD_PP_Vault_C
     2  HUD_PlayerHealth_C
     2  HUD_PlayerObjective_C
     2  HUD_SE_ObjectivePing_TImer_C
     2  HUD_VaultCounter_C
     1  HUD_VaultPrinterScreen_C
     1  HUD_VaultTimer_C
     1  HUD_WeaponADS_Octo_MOD0_C
     1  HansActiveAbility
     1  HansActiveAbilityMod1
     1  HansActiveAbilityMod2
     1  HansPassiveAbility
     1  HansPassiveAbilityMod1
     1  HansPassiveAbilityMod2
  1804  HealthComponent
     1  HealthConditionComponent
     1  HealthSnapshotBlueprintLibrary
     1  HitscanWeapon
     1  HoudiniInputCameraComponent
     1  ImpulseWeaponComponent
     1  InteractableActorInterface
  4119  InteractableComponent
    25  InteracterComponent
    11  InteractionAuthorityComponent
    10  InteractionIconComponent
     1  InteractionIconWidget
     1  InteractionMechanic
     1  InteractiveFoliageActor
     2  InteractiveFoliageComponent
     1  InteractiveGizmo
     1  InteractiveGizmoBuilder
     1  InteractiveGizmoManager
     1  InteractiveTool
     1  InteractiveToolBuilder
     1  InteractiveToolManager
     1  InteractiveToolPropertySet
     1  InteractiveToolsContext
     1  InterpGroupCamera
     1  InterpGroupInstCamera
     1  IntroPhaseInfo
     1  LarcinActiveAbility
     1  LarcinActiveMod1Ability
     1  LarcinPassiveAbility
     1  LarcinPassiveMod1Ability
     1  LarcinPassiveMod1_2Ability
     4  LimitedEventXpProgressionData
     2  LocalSpyEventBus
     2  LootRewardPoolDataAsset
    11  MapData
     1  Matchmaker
     2  MatchmakerImpl
     1  MaterialExpressionCameraPositionWS
     1  MaterialExpressionCameraVectorWS
     1  MaterialExpressionMapARPassthroughCameraUV
     1  MatineeActorCameraAnim
     1  MatineeCameraShake
     1  MatineeCameraShakeFunctionLibrary
     2  MatineeCameraShakePattern
     1  MaxHealthConditionComponent
     1  MeleeWeapon
     1  MovieSceneCameraAnimSection
     1  MovieSceneCameraAnimTrack
     3  MovieSceneCameraCutSection
     3  MovieSceneCameraCutTrack
     1  MovieSceneCameraCutTrackInstance
     1  MovieSceneCameraShakeEvaluator
     1  MovieSceneCameraShakeSection
     1  MovieSceneCameraShakeSourceShakeSection
     1  MovieSceneCameraShakeSourceShakeTrack
     1  MovieSceneCameraShakeSourceTriggerSection
     1  MovieSceneCameraShakeSourceTriggerTrack
     1  MovieSceneCameraShakeTrack
     1  MovieSceneMatineeCameraShakeEvaluator
    11  MovieSceneNiagaraSystemSpawnSection
     1  MovieScenePostSpawnEventSystem
     1  MovieScenePreSpawnEventSystem
    20  MovieSceneSpawnSection
    20  MovieSceneSpawnTrack
     1  MovieSceneSpawnablesSystem
     1  NPCAIActor
     1  NPCAdditionalComponent
     1  NPCBehavior
   657  NPCBehaviorControlled
   657  NPCBehaviorDefault
   127  NPCBehaviorFollow
   657  NPCBehaviorInteract
   127  NPCBehaviorInvestigate
   657  NPCBehaviorScared
   339  NPCBehaviorScold
     1  NPCBug
     1  NPCBugSpawnerWeapon
     1  NPCCharacter
   200  NPCContainerInteraction
    10  NPCConversationComponent
     9  NPCConversationInteraction
   130  NPCGuardComponent
     1  NPCInteraction
  1456  NPCInteractionComponent
   724  NPCMotionSetComponent
   724  NPCMovementComponent
     1  NavAgentInterface
     1  NavAreaMeta_SwitchByAgent
     1  NiagaraDataInterfaceCamera
     1  NiagaraEventReceiverEmitterAction_SpawnParticles
     1  ObjectSpawn
   304  ObjectSpawnComponent
     1  ObjectSpawnInterface
     1  ObjectSpawningManager
     1  ObjectiveCarrierVictimEffect
     2  ObjectiveProximityData
     2  ObjectiveProximitySubsystem
     1  OctoActiveAbility
     1  OctoActiveAbilityMod1
     1  OctoActiveAbilityMod2
     1  OctoBaseActiveAbility
     1  OctoDrainingActiveAbility
     1  OctoPassiveAbility
     1  OctoPassiveAbilityLuckBased
     1  OctoPassiveAbilityMod1
     1  OctoPassiveAbilityMod2
     1  ParticleModuleCameraBase
     1  ParticleModuleCameraOffset
     1  ParticleModuleEventReceiverSpawn
     1  ParticleModuleSpawn
     1  ParticleModuleSpawnBase
     1  ParticleModuleSpawnPerUnit
     1  PathFollowingAgentInterface
     2  PerlinNoiseCameraShakePattern
     2  PlayableAgentList
     2  PlayerCameraManager
     1  PopulationManager
     1  PosingSpy
    17  PosingSpyActorContainer
     1  PosingSpyAnimInstance
     1  PosingSpy_Lightrig_Blueprint_C
     2  PowerupData
    11  PowerupManagerComponent
     2  PregameLobbyMapData
     1  PregameLobbyPhaseInfo
     1  ProceduralFoliageSpawner
     6  ProgressionRewardData
     1  ProjectileSpawnedActorInterface
     1  ProjectileWeapon
     1  QuitMatchCallbackProxy
     3  RangeInteracterComponent
     1  ResultScreenPhaseInfo
    24  ReviveSpyConditionComponent
     2  RewardBundleDataAsset
     1  RoomNavArea_Guard
     2  SM_GunShelf_Door_A_01_Shortcut_C
     1  SasoriActiveAbility
     1  SasoriActiveAbilityMod1
     1  SasoriActiveAbilityMod2
     1  SasoriBaseActiveAbility
     1  SasoriPassiveAbility
     1  SasoriPassiveAbilityMod1
     1  SasoriPassiveAbilityMod2
     2  SequenceCameraShakeCameraStandIn
     1  SequenceCameraShakePattern
     2  SequenceCameraShakeSequencePlayer
     1  SessionAgentSelectionInfo
     1  ShieldbrellaSpawnerWeapon
     1  SimpleCameraShakePattern
  1376  SocialInteractConditionComponent
     1  SocialiteActiveAbility
     1  SocialiteActiveAbilityMod1
     1  SocialiteActiveAbilityMod2
     1  SocialitePassiveAbility
     1  SocialitePassiveAbilityMod1
     1  SocialitePassiveAbilityMod2
     1  SourceEffectPhaserPreset
     1  SpawnableObjectInterface
     1  SpawnerWeapon
     1  SpawnerWeaponInterface
     1  SpawnerWeaponRound
     1  SpawnerWeaponRound_Beam
     1  SpawnerWeaponRound_Charge
     1  SpawnerWeaponRound_Projectile
     1  SpawnerWeaponRound_Shield
     1  SprayChargeSpawnerWeapon
     1  SprayWeapon
     1  Spy
     1  Spy3DPortrait
     1  SpyCache
     1  SpyCheatsComponent
     9  SpyGameModeMapData
     1  SpyGamePhaseInfo
     1  SpyGlassTool
     1  SpyPack
     1  SpyPing
     1  SpyWeaponInterface
     1  SquireActiveAbility
     1  SquireActiveAbilityMod2
     1  SquirePassiveAbility
     1  SquirePassiveAbilityMod1
     1  SquirePassiveAbilityMod2
     1  TestCameraShake
     5  ThrowableWeapon
    24  ToolLoadoutComponent
     1  Tripwire
     2  TripwireDedicatedServerManager
     1  TripwireServerSettings
     1  TripwireTool
     1  TurnBasedMatchInterface
     1  TwMatchDataAggregator
     6  VaultDoorOverrideCondition
     2  VaultLockedPhaseInfo
     1  VaultUnlockedPhaseInfo
     1  VictimEffectTickBehavior_Damage
     1  VictimEffectTickBehavior_InstantDamage
     1  VigilActiveAbility
     1  VigilPassiveAbilityDeviceBased
     1  WaveOscillatorCameraShakePattern
     1  WeaponOverheatComponent
     4  WeaponSprayDataAsset
     1  WidgetInteractionComponent
     1  XiuActiveAbility
     1  XiuPassiveAbility
     1  XiuPassiveAbilityMod1
     1  XiuPassiveAbilityMod2
     4  XpProgressionData
     1  YumiActiveAbility
     1  YumiPassiveAbility
     1  YumiPassiveAbilityMod1
     1  YumiPassiveAbilityMod2

---- scalar properties per class ('<==' = looks tunable) ----

=== AISense_Damage   x1
      DefaultExpirationAge = 3.4028234663853e+38

=== AOEWeaponComponent   x1
  <== AOEDamage = 10.0

=== ARSharedWorldGameMode   x1
  <== BufferSizePerChunk = 512

=== ARTextureCameraDepth   x1
      DepthQuality = 0
      TextureType = 2
  <== ForceMipLevelsToBeResidentTimestamp = 0.0

=== ARTextureCameraImage   x1
      TextureType = 1
  <== ForceMipLevelsToBeResidentTimestamp = 0.0

=== AYumiPassiveAbilityMod1_2   x1
  <== PercentRefunded = 10.0

=== AceTrailActiveAbility   x1
      TrailVFXLookAheadDist = 100.0

=== ActiveAbilityConditionComponent   x3381
  <== bCanInteractWhenInMimic = true
      Restrictions = 0

=== AgentData   x14
      Difficulty = 0

=== AnimNotify_GuardSetWeaponVisibility_C   x5
      Visibility = false

=== AnimNotify_SpyDespawnProp_C   x12
      FirstPerson = true

=== BPProj_ThrowableWeapon_Larcin_C   x1
  <== FullyChargeSpeed = 0.0
  <== MaximumTimeToLive = 1.5

=== BPProj_ThrowableWeapon_Larcin_Mod1_C   x1
  <== FullyChargeSpeed = 0.0
  <== MaximumTimeToLive = 1.5

=== BPProjectile_ChargeSpawnerWeapon_Base_C   x1
  <== FullyChargeSpeed = 2000.0
  <== MaximumTimeToLive = 6.0

=== BPProjectile_SpawnerWeapon_Base_C   x1
  <== MaximumTimeToLive = 6.0

=== BPWeapon_Chavez_C   x2
  <== EffectiveRange = 10000.0

=== BPWeapon_Hans_ADS_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Hans_ADS_Mod2_C   x2
  <== EffectiveRange = 10000.0

=== BPWeapon_Hans_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Hans_Mod2_C   x2
  <== EffectiveRange = 10000.0

=== BPWeapon_HitscanBase_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Larcin_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Larcin_Mod1_C   x3
  <== EffectiveRange = 10000.0

=== BPWeapon_Octo_C   x2
  <== EffectiveRange = 20000.0

=== BPWeapon_SprayBase_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Squire_C   x2
  <== EffectiveRange = 10000.0

=== BPWeapon_Squire_Mod1_C   x2
  <== EffectiveRange = 10000.0

=== BPWeapon_Xiu_C   x1
  <== EffectiveRange = 10000.0

=== BPWeapon_Xiu_Mod1_C   x2
  <== EffectiveRange = 10000.0

=== BP_BaseDoorActor_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_CameraLense_C   x2
      AutoActivateForPlayer = 0

=== BP_Container_OrangeCardSpawnerHS_C   x1
  <== bAllowNPCInteraction = true

=== BP_Container_PurpleCardSpawnerHS_C   x3
  <== bAllowNPCInteraction = true

=== BP_Container_PurpleCardSpawnerSE_C   x1
  <== bAllowNPCInteraction = true

=== BP_DamageModifier_Ace_Active_Mod1_C   x3
  <== Multipliers = 1.1200000047684

=== BP_DamageModifier_DisguiseShield_Disguise_C   x9
  <== Multipliers = 1.0

=== BP_DamageModifier_DisguiseShield_Spy_C   x9
  <== Multipliers = 1.0

=== BP_DamageType_Fall_C   x1
      bCausedByWorld = true

=== BP_DeceiveIncBotController_C   x8
      bStartAILogicOnPossess = false

=== BP_DoorDiamondSpire_Emergency_C   x3
      bAppearAsLocallyUnlocked = false

=== BP_DoorLab_Blue_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorLab_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorLab_Green_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorLab_Orange_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorLab_Purple_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorManor_C   x1
      bAppearAsLocallyUnlocked = false

=== BP_DoorSR_Blue_C   x15
      bAppearAsLocallyUnlocked = false

=== BP_DoorSR_C   x18
      bAppearAsLocallyUnlocked = false

=== BP_DoorSR_Green_C   x9
      bAppearAsLocallyUnlocked = false

=== BP_DoorSR_Purple_C   x6
      bAppearAsLocallyUnlocked = false

=== BP_Door_Starfish_Blue_C   x5
      bAppearAsLocallyUnlocked = false

=== BP_Door_Starfish_Orange_C   x4
      bAppearAsLocallyUnlocked = false

=== BP_Door_Starfish_Purple_C   x8
      bAppearAsLocallyUnlocked = false

=== BP_EliteGuardWeapon_C   x14
  <== EffectiveRange = 10000.0

=== BP_GuardWeapon_C   x41
  <== EffectiveRange = 10000.0

=== BP_ObjectSpawningManager_C   x2
  <== FillingObjectsMaxWeightFactor = 45.0

=== BP_SRDoorBathroom_C   x31
      bAppearAsLocallyUnlocked = false

=== BP_Spy_SpyPack_C   x49
  <== HealthCount = 25

=== BP_UltraGuardWeapon_C   x1
  <== EffectiveRange = 10000.0

=== BP_VaultDoorBase_C   x1
      bShouldDoAnimNotifies = true

=== BP_VaultDoorSr_C   x5
      bShouldDoAnimNotifies = true

=== BP_VictimEffect_HansActive_Guard_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_HansActive_Spy_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_ObjectiveCarrierPing_C   x1
  <== PostPingCooldown = 1.0
      EffectPositioningRule = 0

=== BP_VictimEffect_ObjectiveEnemyPing_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_Status_CameraDrain_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_Status_VaultZone_Broadcast_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_Status_VaultZone_Drain_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_Status_VaultZone_Exposed_C   x1
      EffectPositioningRule = 2

=== BP_VictimEffect_Vulnerable_RogueAgent_C   x1
      EffectPositioningRule = 2

=== BaseDoorActor   x1
      bAppearAsLocallyUnlocked = false

=== BotSpawner   x1
      bAutoSpawnOnStart = false

=== CameraActor   x38
      AutoActivateForPlayer = 0

=== CameraBlockingVolume   x1
      BrushType = 0

=== CameraComponent   x93
      FieldOfView = 90.0

=== CameraModifier   x1
      bDebug = false

=== CameraModifier_CameraShake   x2
      bDebug = false

=== CameraRig_Crane   x1
      CranePitch = 0.0

=== CameraRig_Rail   x1
      CurrentPositionOnRail = 0.0

=== CameraShakeBase   x1
      bSingleInstance = false

=== CameraShakeSourceComponent   x2
      Attenuation = 1

=== CavActiveInteracterComponent   x2
  <== RangeInteractDistance = 2500.0

=== CavalierePassiveAbilityMod2   x1
  <== MinMeleeChargeLevel = 0

=== ChangePhaseComponent   x3
      NextPhase = 0

=== ChavezActiveAbilityMod1   x1
      CurrentWeaponBuff = 0.0

=== ChavezActiveAbilityMod2   x1
  <== TriggerDelay = 0.40000000596046

=== ChavezActiveAbilityMod2_1   x1
  <== TriggerDelay = 0.40000000596046

=== ChavezPassiveAbilityMod1   x1
  <== MaxOverhealAmmount = 50.0

=== CineCameraActor   x18
      AutoActivateForPlayer = 0

=== CineCameraComponent   x19
      FieldOfView = 27.953815460205

=== ConstantCameraShakePattern   x1
  <== Duration = 1.0

=== DIActiveAbilityItem   x73
      ItemId = -1

=== DIAgentBundleItem   x3
      ItemId = -1

=== DIAgentItem   x29
      ItemId = -1

=== DIAgentSkinItem   x1545
      ItemId = -1

=== DIAvatarItem   x275
      ItemId = -1

=== DIBundleItem   x177
      ItemId = -1

=== DICCItem   x173
      ItemId = -1

=== DICameraLense   x1
      AutoActivateForPlayer = 0

=== DICatalogueItem   x11
      ItemId = -1

=== DIConsumableItem   x3
      ItemId = -1

=== DICurrencyItem   x7
      ItemId = -1

=== DIFreeSpectator   x1
  <== BaseTurnRate = 45.0

=== DIGadgetItem   x29
      ItemId = -1

=== DIIntroPoseItem   x351
      ItemId = -1

=== DIItem   x1
      ItemId = -1

=== DILootItem   x1
      ItemId = -1

=== DIMenuStoreShowcaseWidget   x1
      bHasVariation = false

=== DIOnlineFriendPresence   x2
  <== bIsOnline = false

=== DIPassiveAbilityItem   x75
      ItemId = -1

=== DIPingWidget   x1
      bFollowPosition = false

=== DIPlayerState   x9
      Score = 0.0

=== DIProgressionItem   x1
      ItemId = -1

=== DISelectFactionEntryWidget   x1
      PortraitStyle = 1

=== DIServerBrowserMenuWidget   x1
      AutoRefreshIntervalSeconds = 15.0

=== DIServerInfoRowWidget   x1
      bSelected = false

=== DISpectatorPawn   x1
  <== BaseTurnRate = 90.0

=== DIStoreMenuPageUserWidget   x1
  <== StoreRefreshDelay = 0.5

=== DITitleItem   x291
      ItemId = -1

=== DIUserWidget   x1
      bFollowPosition = false

=== DIVoucherItem   x301
      ItemId = -1

=== DIWeaponItem   x73
      ItemId = -1

=== DIWidgetComponent   x198
      bOnlyTickWhenVisible = true
      Space = 0
  <== MinDrawDistance = 0.0

=== DIWrapItem   x557
      ItemId = -1

=== DamageModifier   x2
  <== Multipliers = 1.0

=== DamageNumber   x1
  <== DamageValue = 0.0

=== DamageType   x1
      bCausedByWorld = false

=== DebugCameraController   x1
      bShowSelectedInfo = true

=== DeceiveIncBotController   x1
      bStartAILogicOnPossess = false

=== DeceiveIncEngine   x2
  <== MaxDeltaTime = 0.0

=== DeceiveIncGameSession   x2
  <== MaxSpectators = 2

=== DeceiveIncPlayerBotController   x1
      bStartAILogicOnPossess = false

=== DeceiveIncSettings   x1
  <== bIsPlaytestBuild = false

=== DefaultCameraShakeBase   x1
      bSingleInstance = false

=== DisguiseAsNPCConditionComponent   x724
      Restrictions = 0

=== DoorClosedConditionComponent   x108
      Restrictions = 0

=== DroneSpawnerWeapon   x1
      WallOffset = 34.0
  <== EffectiveRange = 10000.0

=== ExtractionInteractableActor   x1
  <== ZoneTimeToExtract = 8.0

=== GamePhaseConditionComponent   x73
      Restrictions = 0

=== HUD_InteractTooltip_C   x2
      bFollowPosition = false

=== HUD_Interact_ScanMimicable_C   x1
  <== bIsRepeatableInteraction = false

=== HUD_Interact_ScanTrappable_C   x1
  <== bIsRepeatableInteraction = false

=== HUD_Interactable_C   x3
  <== bIsRepeatableInteraction = false

=== HUD_NavMode_HealthCharge_C   x1
      bFollowPosition = true

=== HUD_NavMode_Health_C   x1
      bFollowPosition = true

=== HUD_NavMode_Objective_C   x1
      bFollowPosition = true

=== HUD_NavMode_VaultDoor_C   x1
      bFollowPosition = true

=== HUD_NavMode_VaultLocation_Unknown_C   x1
      bFollowPosition = true

=== HUD_ObjectiveHolderEnemies_C   x1
      bFollowPosition = true

=== HUD_PP_Vault_C   x1
      bFollowPosition = false

=== HUD_SE_ObjectivePing_TImer_C   x2
      bFollowPosition = false

=== HansActiveAbility   x1
  <== EffectiveAimRange = 10000.0

=== HansActiveAbilityMod1   x1
  <== EffectiveAimRange = 10000.0

=== HansActiveAbilityMod2   x1
  <== TriggerDelay = 0.40000000596046

=== HansPassiveAbilityMod2   x1
  <== PercentRefunded = 10.0

=== HealthComponent   x1804
      FactionID = 255

=== HealthConditionComponent   x1
  <== HealthAmount = 0.15000000596046
      Restrictions = 0

=== HitscanWeapon   x1
  <== EffectiveRange = 10000.0

=== HoudiniInputCameraComponent   x1
      FOV = 0.0

=== ImpulseWeaponComponent   x1
      AimImpulse = -1000.0

=== InteractionIconComponent   x10
      bOnlyTickWhenVisible = true
      Space = 0
  <== MinDrawDistance = 0.0

=== InteractionIconWidget   x1
  <== bIsRepeatableInteraction = false

=== InteractiveFoliageComponent   x2
      ForcedLodModel = 0
  <== MinDrawDistance = 0.0

=== LarcinActiveAbility   x1
  <== TriggerDelay = 0.40000000596046

=== LarcinActiveMod1Ability   x1
  <== TriggerDelay = 0.40000000596046

=== LimitedEventXpProgressionData   x4
  <== MinLvlToCheckForXpOverflow = 10

=== MatineeCameraShake   x1
  <== OscillationDuration = 0.0
      bSingleInstance = false

=== MaxHealthConditionComponent   x1
  <== MaxHealthAmount = 0.15000000596046
      Restrictions = 0

=== MeleeWeapon   x1
      bDisableBaseMeleeOnUse = true

=== MovieSceneCameraCutSection   x3
      bLockPreviousCamera = false

=== MovieSceneCameraCutTrack   x3
  <== bCanBlend = false

=== MovieSceneNiagaraSystemSpawnSection   x11
      SectionStartBehavior = 0

=== MovieSceneSpawnSection   x20
      DefaultValue = false

=== NPCBehaviorDefault   x657
  <== ChancesToInteract = 28.0

=== NPCBehaviorFollow   x127
  <== FollowDistZMin = 100.0

=== NPCConversationComponent   x10
  <== MaxNPCInConversation = 5
      bLookingTowardInteract = false

=== NPCGuardComponent   x130
      bInvestigatingSpy = false

=== NPCInteractionComponent   x1456
      bLookingTowardInteract = false

=== NavAreaMeta_SwitchByAgent   x1
      DefaultCost = 1.0

=== NiagaraDataInterfaceCamera   x1
      PlayerControllerIndex = 0

=== NiagaraEventReceiverEmitterAction_SpawnParticles   x1
  <== NumParticles = 0

=== ObjectSpawningManager   x1
  <== FillingObjectsMaxWeightFactor = 4.0

=== ObjectiveCarrierVictimEffect   x1
  <== PostPingCooldown = 1.0
      EffectPositioningRule = 2

=== OctoActiveAbility   x1
  <== DetectionRange = 2500.0
  <== OctoEffectDelay = 0.10000000149012

=== OctoActiveAbilityMod1   x1
      IntelDrainInterval = 1.0
  <== OctoEffectDelay = 0.10000000149012

=== OctoActiveAbilityMod2   x1
      IntelDrainInterval = 1.0
  <== OctoEffectDelay = 0.10000000149012

=== OctoBaseActiveAbility   x1
  <== OctoEffectDelay = 0.10000000149012

=== OctoDrainingActiveAbility   x1
      IntelDrainInterval = 1.0
  <== OctoEffectDelay = 0.10000000149012

=== OctoPassiveAbility   x1
      ResourceTypeToCheck = 3

=== OctoPassiveAbilityLuckBased   x1
      bTriggersOnIntelSpent = true

=== OctoPassiveAbilityMod1   x1
  <== PercentChances_IntelMissing1 = 10.0
      bTriggersOnIntelSpent = true

=== OctoPassiveAbilityMod2   x1
  <== PercentChancesToRefillActive = 10.0
      bTriggersOnIntelSpent = true

=== ParticleModuleCameraBase   x1
      bSpawnModule = false

=== ParticleModuleCameraOffset   x1
      bSpawnModule = true

=== ParticleModuleEventReceiverSpawn   x1
      EventGeneratorType = 0
      bSpawnModule = true

=== ParticleModuleSpawn   x1
  <== bProcessSpawnRate = true
      bSpawnModule = false

=== ParticleModuleSpawnBase   x1
  <== bProcessSpawnRate = true
      bSpawnModule = false

=== ParticleModuleSpawnPerUnit   x1
      UnitScalar = 50.0
  <== bProcessSpawnRate = true
      bSpawnModule = false

=== PerlinNoiseCameraShakePattern   x2
  <== LocationAmplitudeMultiplier = 1.0
  <== Duration = 1.0

=== ProceduralFoliageSpawner   x1
      RandomSeed = 42

=== RangeInteracterComponent   x3
  <== RangeInteractDistance = 2500.0

=== ReviveSpyConditionComponent   x24
  <== CurrentReviveCount = 0
      Restrictions = 0

=== RoomNavArea_Guard   x1
      DefaultCost = 1.0

=== SasoriActiveAbilityMod2   x1
  <== TriggerDelay = 0.40000000596046

=== SequenceCameraShakeCameraStandIn   x2
      FieldOfView = 0.0

=== SimpleCameraShakePattern   x1
  <== Duration = 1.0

=== SocialInteractConditionComponent   x1376
      Restrictions = 0

=== SocialitePassiveAbilityMod1   x1
  <== PassiveRange = 2000.0

=== SpawnerWeaponRound_Charge   x1
  <== FullyChargeSpeed = 2000.0
  <== MaximumTimeToLive = 6.0

=== SpawnerWeaponRound_Projectile   x1
  <== MaximumTimeToLive = 6.0

=== SprayWeapon   x1
  <== EffectiveRange = 10000.0

=== SpyPack   x1
  <== HealthCount = 30

=== SquireActiveAbility   x1
  <== DetectionRange = 3000.0

=== SquireActiveAbilityMod2   x1
  <== EffectRange = 2500.0

=== SquirePassiveAbility   x1
  <== SpeedBoostDuration = 3.0

=== SquirePassiveAbilityMod1   x1
  <== PingDuration = 3.0

=== TestCameraShake   x1
      bSingleInstance = false

=== VaultDoorOverrideCondition   x6
      RequiredIntel = 30
      Restrictions = 0

=== VictimEffectTickBehavior_Damage   x1
  <== Damage = 0.0

=== VictimEffectTickBehavior_InstantDamage   x1
  <== Damage = 0.0

=== WaveOscillatorCameraShakePattern   x1
  <== LocationAmplitudeMultiplier = 1.0
  <== Duration = 1.0

=== WeaponOverheatComponent   x1
      HeatIncreasePerShot = 0.10000000149012

=== XiuPassiveAbility   x1
  <== DetectionRange = 3000.0

=== XiuPassiveAbilityMod1   x1
      LoSDistance = 14440000.0

=== XpProgressionData   x4
  <== MinLvlToCheckForXpOverflow = 10

=== YumiPassiveAbility   x1
  <== GadgetsPercentCooldownReduction = 0.5

=== YumiPassiveAbilityMod1   x1
  <== HealthBuff = 0.5

################ END ################
